mass,friction,restitution,height,gravity,energy_loss
2.412425190280508,0.5059997545692759,0.43435380078795505,1.09709536353114,10.518449618516978,25.301559413920476
4.130105777058849,0.6753515717348694,0.5659367937714469,1.6373867635537391,14.177631065004825,90.02253517893408
1.8302662685349964,0.5908240459978048,0.11489409456068927,3.3102724655541795,8.55072283769734,50.24125927912459
1.005458674168412,0.8732599744417452,0.5807727317581342,1.5838172220259237,12.423153360971195,18.534459362596046
1.8047782369607142,0.7162444646263632,0.864311077493923,2.8626232197875874,8.055032274597986,40.16192676434784
3.8732899758499433,0.4972223768467319,0.6007488896895847,3.487214435132313,14.67916318219613,192.5863176607049
4.561334281912683,0.42098435235376874,0.6933379329499123,2.2544927053545765,7.729028424498203,75.95634713730466
2.877614785229336,0.4205583920654741,0.6769151244243422,2.3099813446561237,13.23990970955621,84.19932734745612
4.306704302680419,0.7041376737667672,0.7316473246091963,1.9250610237434909,6.590593879705108,51.80238822894985
3.0639389654133566,0.7324326146174122,0.5892323066254416,1.5696229637797645,5.001024588863703,22.518962007508097
1.8323344332125848,0.6020092576365803,0.12707245181027924,4.533589739807037,6.532399035002529,53.06816833940004
3.3575212171775153,0.19042179909054768,0.5982528953178499,1.1782837724403676,12.901783443911262,46.70962158689065
1.804127614448745,0.14351986283807572,0.10504712144604686,3.2196193846121313,5.192193031989135,29.222762918905087
1.7886711518802607,0.4419164976538452,0.8813600898235977,1.5300313281246212,11.044192713863023,28.249680735674684
4.192368051212673,0.3753641219680479,0.8132181268578267,3.106654565382458,13.583548781353413,171.2213462567331
3.447649112729578,0.19351561548158933,0.6853036250109722,1.7208892169630075,7.4341678336634365,41.54434825487961
2.4251820524876546,0.9791369353919586,0.8369869837091902,3.413514989710829,9.561799779971771,76.83771111786814
0.5655556797514674,0.3748849424771442,0.7775733542691632,2.817788262568798,12.361140468527415,18.99990402435885
4.598019757066906,0.4430727856039297,0.1856211328182534,4.98966331725522,6.601678979527908,148.42437606839772
0.7813481208414783,0.27386208038455023,0.7150446163968944,2.318884101536442,7.066857676257806,12.252024368356343
0.5927503112794827,0.8778314685091837,0.6220171339141655,0.7591457498948617,6.048888371703754,2.363395699411011
0.6461627445452078,0.16887321278402956,0.48673216420172105,0.7576979435200003,11.592463797818102,4.926651442236734
1.674904689329583,0.6345036212807528,0.12281796819275241,3.272021013635515,5.298334213868985,28.149265127274337
4.375203374127325,0.5045739683798464,0.2585038204883889,0.9111405882044363,13.431287001136672,47.667061872949006
4.729570582368732,0.6525964857478339,0.12789080980882742,3.6620857668219773,13.410028150735414,225.9213238021198
1.7480930458146586,0.948906203797001,0.19935397162517637,4.191184564914659,10.914808888328743,78.06043719458938
3.0981165472787673,0.9566801000787368,0.833085090390623,3.7831006960199547,12.944189369673303,147.70241553760917
1.2179227517928046,0.5042091247344227,0.7457978316078366,0.5488684915018516,14.704590881188054,8.039010295046435
3.5137808940359885,0.1358452658815454,0.5099756559688904,1.0794623833529302,10.202568917810506,35.113737470093824
3.896031325628007,0.6694628942957637,0.25264729474703995,2.4159968917099683,8.219966836762804,74.17073314556842
1.0048860102853052,0.9462699143211792,0.12618549285110436,2.484686964213661,10.307212709689328,24.699690098057918
4.111765940439849,0.9294084022641954,0.04078819094959716,3.8407620827245297,14.190600160912632,218.26825648116355
4.278166004257873,0.5719302615080402,0.8637595842215563,4.07395907843328,8.226045447210325,139.8535027574036
2.259224914127696,0.10839390960301844,0.6832406117921581,1.711973329190569,10.550992114982353,38.424985810449236
2.7391257313979356,0.9711327511937254,0.5771538232121086,3.915266926335358,7.492202505285018,78.29746641066922
2.0947546598471636,0.6241725465207573,0.06972538093998601,1.4375487482916296,5.547673128592214,15.543805872835131
1.9575594558905438,0.4877744597397634,0.8693409078559803,3.870790174501898,8.047414304198092,59.402534104582976
4.4619563423498665,0.908494241673201,0.3410405002555803,1.0380746983939488,10.232397009146439,42.829738585050436
2.843706969689977,0.5778318123451627,0.2979229926071423,2.7996165721701693,11.702946073581915,89.84295089027981
3.1478534507362523,0.6425870842103364,0.03186685922088417,2.7060823528485134,8.164600202341607,66.97911794785935
3.967771420361773,0.7359405564863511,0.6084889280610511,3.461654608069943,10.30948071837301,137.51117932280007
4.438539511457878,0.9582144538234999,0.5002224056348338,2.061672951962957,7.966828837164716,69.36727679014005
0.8012104433766138,0.669932965407844,0.0034789996162320927,1.1126464535543816,8.385023717925309,6.803204761050299
1.7744862001259838,0.8896976107766554,7.800098668604427e-05,3.0374701490568596,14.389605883888937,75.00610789463657
3.1262671046678587,0.4533683431340738,0.17922692826060996,3.476464409259676,13.149818620709745,138.80641770449216
